number,value,datetime_start,datetime_complete,duration,params_hidden1,params_hidden2,params_lr,params_weight_decay,user_attrs_rel_Tb_%,user_attrs_rel_X_%,user_attrs_stopped_epoch,state
14,0.44411269575357437,2026-04-22 06:28:47.179450,2026-04-22 06:47:16.908608,0 days 00:18:29.729158,85,30,0.00020022616387472715,4.571130384215836e-06,0.335231751203537,0.10888094455003738,36,COMPLETE
12,0.44576145708560944,2026-04-22 05:33:51.044722,2026-04-22 06:10:51.292765,0 days 00:37:00.248043,100,40,0.0002166855868611979,1.0901328650921346e-06,0.3173027038574219,0.12845875322818756,71,COMPLETE
3,0.45572878420352936,2026-04-22 02:59:59.993809,2026-04-22 03:18:13.826644,0 days 00:18:13.832835,85,30,0.00020366442026830908,5.415244119402541e-06,0.3366955816745758,0.11903320252895355,36,COMPLETE
11,0.4924783408641815,2026-04-22 05:16:09.559856,2026-04-22 05:33:51.044168,0 days 00:17:41.484312,100,40,0.00041495243930302165,1.117658470798639e-06,0.3506031036376953,0.1418752372264862,34,COMPLETE
13,0.5160643011331558,2026-04-22 06:10:51.293334,2026-04-22 06:28:47.178915,0 days 00:17:55.885581,85,40,0.00020403196116599242,5.53267434873219e-06,0.3672546446323395,0.14880965650081635,35,COMPLETE
10,0.5572163313627243,2026-04-22 04:58:15.792838,2026-04-22 05:16:09.559292,0 days 00:17:53.766454,100,40,0.0004231156845697546,1.1799062523159305e-06,0.3699021339416504,0.1873141974210739,34,COMPLETE
5,0.6032006740570068,2026-04-22 03:32:21.637101,2026-04-22 03:51:56.081080,0 days 00:19:34.443979,65,20,0.0003135775732257748,2.9204338471814107e-05,0.4156046509742737,0.18759602308273315,39,COMPLETE
6,0.607175275683403,2026-04-22 03:51:56.081631,2026-04-22 04:14:14.996570,0 days 00:22:18.914939,50,80,0.00021839352923182988,0.00011400863701127338,0.3687228858470917,0.23845238983631134,44,COMPLETE
7,0.6725868582725525,2026-04-22 04:14:14.997130,2026-04-22 04:27:32.166865,0 days 00:13:17.169735,65,10,0.001076962247826313,4.809461967501575e-06,0.4097685217857361,0.2628183364868164,26,COMPLETE
4,0.7183133512735367,2026-04-22 03:18:13.827214,2026-04-22 03:32:21.636547,0 days 00:14:07.809333,35,55,0.0005418282319533242,1.461896279370496e-05,0.4712788760662079,0.2470344752073288,28,COMPLETE
9,0.7337193191051483,2026-04-22 04:44:53.418323,2026-04-22 04:58:15.792293,0 days 00:13:22.373970,35,15,0.0014537555576161927,5.762487216478604e-05,0.46564215421676636,0.26807716488838196,28,COMPLETE
0,1.0511429905891418,2026-04-22 02:17:47.598889,2026-04-22 02:37:48.578053,0 days 00:20:00.979164,45,100,0.0017524101118128151,0.0002481040974867811,0.5129276514053345,0.5382153391838074,38,COMPLETE
8,2.053809881210327,2026-04-22 04:27:32.167411,2026-04-22 04:44:53.417689,0 days 00:17:21.250278,15,100,0.0043709904681305065,0.0017123375973163992,0.8398103713989258,1.2139995098114014,34,COMPLETE
1,2.385127544403076,2026-04-22 02:37:48.578648,2026-04-22 02:47:01.258154,0 days 00:09:12.679506,20,20,0.00012551115172973836,0.0029154431891537554,0.834312915802002,1.5508146286010742,19,COMPLETE
2,3.8032100200653076,2026-04-22 02:47:01.258729,2026-04-22 02:59:59.993259,0 days 00:12:58.734530,65,75,0.00010838581269344756,0.00757947995334801,1.4533071517944336,2.349902868270874,25,COMPLETE
